antecedent,consequent,support,confidence,lift
{19},"{18,16}",0.215,0.398,1.080
{19},"{14,18,16}",0.163,0.302,1.079
{19},"{34,16}",0.190,0.352,1.059
{19},"{14,34,16}",0.148,0.275,1.073
{19},"{14,18,34,16}",0.115,0.213,1.097
{19},"{18,34,16}",0.146,0.270,1.100
{19},"{30,16}",0.167,0.309,1.066
{19},"{14,30,16}",0.126,0.234,1.064
{19},"{18,30,16}",0.126,0.233,1.134
{19},"{34,30,16}",0.113,0.209,1.089
{19},"{6,16}",0.161,0.299,1.073
{19},"{14,6,16}",0.118,0.219,1.050
{19},"{18,6,16}",0.121,0.224,1.096
{19},"{34,6,16}",0.105,0.195,1.062
{19},"{1,16}",0.160,0.297,1.069
{19},"{14,1,16}",0.120,0.223,1.069
{19},"{18,1,16}",0.125,0.231,1.106
{19},"{34,1,16}",0.112,0.207,1.103
{19},"{14,48}",0.210,0.388,1.091
{19},"{18,48}",0.201,0.372,1.071
{19},"{14,18,48}",0.161,0.299,1.105
{19},"{34,48}",0.178,0.329,1.040
{19},"{14,34,48}",0.144,0.267,1.103
{19},"{14,18,34,48}",0.113,0.209,1.117
{19},"{18,34,48}",0.136,0.252,1.073
{19},"{30,48}",0.165,0.307,1.087
{19},"{14,30,48}",0.131,0.242,1.114
{19},"{14,18,30,48}",0.102,0.189,1.142
{19},"{18,30,48}",0.125,0.232,1.130
{19},"{34,30,48}",0.111,0.207,1.084
{19},"{6,48}",0.151,0.281,1.097
{19},"{14,6,48}",0.118,0.219,1.129
{19},"{18,6,48}",0.115,0.214,1.123
{19},"{34,6,48}",0.105,0.195,1.107
{19},"{1,48}",0.148,0.274,1.076
{19},"{14,1,48}",0.120,0.223,1.141
{19},"{18,1,48}",0.115,0.213,1.101
{19},"{34,1,48}",0.103,0.191,1.070
{19},"{16,48}",0.142,0.264,1.065
{19},"{14,16,48}",0.112,0.208,1.083
{19},"{18,16,48}",0.108,0.200,1.092
{19},"{14,32}",0.169,0.313,1.046
{19},"{34,32}",0.158,0.294,1.059
{19},"{14,34,32}",0.121,0.224,1.073
{19},"{18,34,32}",0.126,0.233,1.114
{19},"{30,32}",0.138,0.256,1.047
{19},"{14,30,32}",0.107,0.198,1.057
{19},"{18,30,32}",0.107,0.199,1.130
{19},"{6,32}",0.132,0.245,1.046
{19},"{18,6,32}",0.105,0.195,1.106
{19},"{1,32}",0.126,0.234,1.036
{19},"{18,1,32}",0.102,0.189,1.076
{19},"{48,32}",0.114,0.212,1.034
{19},"{18,32}",0.176,0.326,1.073
{19},"{14,18,32}",0.137,0.254,1.100
{19},"{16,32}",0.127,0.236,1.052
{19},"{14,26}",0.176,0.326,1.067
{19},"{18,26}",0.176,0.325,1.087
{19},"{14,18,26}",0.139,0.258,1.110
{19},"{34,26}",0.156,0.289,1.071
{19},"{14,34,26}",0.123,0.228,1.102
{19},"{14,18,34,26}",0.100,0.186,1.135
{19},"{18,34,26}",0.122,0.226,1.118
{19},"{30,26}",0.140,0.259,1.059
{19},"{14,30,26}",0.108,0.201,1.072
{19},"{18,30,26}",0.107,0.199,1.113
{19},"{6,26}",0.127,0.235,1.061
{19},"{16,26}",0.127,0.236,1.065
{19},"{1,26}",0.125,0.231,1.063
{19},"{48,26}",0.119,0.221,1.081
{19},"{14,4}",0.173,0.320,1.109
{19},"{18,4}",0.173,0.321,1.106
{19},"{14,18,4}",0.136,0.252,1.145
{19},"{34,4}",0.161,0.298,1.107
{19},"{14,34,4}",0.124,0.230,1.147
{19},"{18,34,4}",0.123,0.228,1.116
{19},"{30,4}",0.139,0.259,1.070
{19},"{14,30,4}",0.109,0.203,1.103
{19},"{18,30,4}",0.105,0.195,1.129
{19},"{34,30,4}",0.100,0.186,1.114
{19},"{6,4}",0.132,0.246,1.097
{19},"{1,4}",0.124,0.229,1.074
{19},"{48,4}",0.116,0.215,1.088
{19},"{26,4}",0.105,0.195,1.136
{19},"{16,4}",0.123,0.229,1.121
{19},"{14,49}",0.171,0.317,1.096
{19},"{18,49}",0.169,0.313,1.106
{19},"{14,18,49}",0.134,0.249,1.134
{19},"{34,49}",0.150,0.278,1.097
{19},"{14,34,49}",0.118,0.220,1.142
{19},"{18,34,49}",0.115,0.214,1.139
{19},"{30,49}",0.138,0.255,1.114
{19},"{14,30,49}",0.110,0.204,1.150
{19},"{18,30,49}",0.105,0.195,1.178
{19},"{6,49}",0.126,0.234,1.092
{19},"{1,49}",0.118,0.220,1.072
{19},"{48,49}",0.108,0.201,1.053
{19},"{16,49}",0.121,0.225,1.061
{19},"{26,49}",0.100,0.186,1.130
{19},"{14,44}",0.165,0.307,1.084
{19},"{18,44}",0.159,0.296,1.091
{19},"{14,18,44}",0.129,0.240,1.131
{19},"{34,44}",0.142,0.263,1.056
{19},"{14,34,44}",0.116,0.215,1.099
{19},"{18,34,44}",0.110,0.204,1.084
{19},"{30,44}",0.126,0.233,1.077
{19},"{14,30,44}",0.100,0.186,1.095
{19},"{6,44}",0.119,0.220,1.071
{19},"{1,44}",0.117,0.216,1.085
{19},"{48,44}",0.109,0.203,1.091
{19},"{16,44}",0.111,0.205,1.050
{19},"{14,46}",0.161,0.299,1.071
{19},"{18,46}",0.160,0.296,1.057
{19},"{14,18,46}",0.126,0.234,1.086
{19},"{6,46}",0.125,0.232,1.100
{19},"{1,46}",0.112,0.208,1.031
{19},"{48,46}",0.105,0.194,1.023
{19},"{34,46}",0.144,0.268,1.059
{19},"{14,34,46}",0.115,0.213,1.110
{19},"{18,34,46}",0.116,0.215,1.108
{19},"{30,46}",0.128,0.238,1.054
{19},"{14,30,46}",0.102,0.190,1.086
{19},"{18,30,46}",0.101,0.187,1.102
{19},"{16,46}",0.110,0.204,1.038
{19},"{14,12}",0.162,0.301,1.080
{19},"{18,12}",0.161,0.299,1.098
{19},"{14,18,12}",0.132,0.244,1.133
{19},"{6,12}",0.116,0.215,1.061
{19},"{1,12}",0.115,0.213,1.057
{19},"{48,12}",0.108,0.200,1.098
{19},"{34,12}",0.138,0.256,1.078
{19},"{14,34,12}",0.111,0.207,1.098
{19},"{18,34,12}",0.114,0.212,1.133
{19},"{30,12}",0.127,0.236,1.099
{19},"{14,30,12}",0.103,0.191,1.125
{19},"{18,30,12}",0.103,0.191,1.171
{19},"{16,12}",0.117,0.217,1.081
{19},"{14,28}",0.147,0.272,1.060
{19},"{18,28}",0.141,0.261,1.069
{19},"{14,18,28}",0.113,0.210,1.091
{19},"{34,28}",0.128,0.237,1.033
{19},"{14,34,28}",0.102,0.189,1.057
{19},"{30,28}",0.114,0.212,1.081
{19},"{6,28}",0.111,0.207,1.058
{19},"{1,28}",0.111,0.207,1.096
{19},"{16,28}",0.105,0.194,1.036
{19},"{14,42}",0.133,0.247,1.058
{19},"{18,42}",0.130,0.242,1.078
{19},"{14,18,42}",0.104,0.192,1.113
{19},"{34,42}",0.117,0.216,1.036
{19},"{30,42}",0.107,0.199,1.062
{19},"{14,39}",0.134,0.248,1.059
{19},"{34,39}",0.124,0.231,1.101
{19},"{30,39}",0.112,0.208,1.077
{19},"{1,39}",0.106,0.197,1.130
{19},"{18,39}",0.137,0.254,1.109
{19},"{14,18,39}",0.105,0.195,1.116
{19},"{6,39}",0.100,0.186,1.090
{19},"{14,21}",0.136,0.253,1.088
{19},"{18,21}",0.132,0.245,1.100
{19},"{14,18,21}",0.105,0.195,1.114
{19},"{34,21}",0.118,0.220,1.119
{19},"{30,21}",0.107,0.198,1.086
{19},"{6,21}",0.106,0.197,1.098
{19},"{1,21}",0.102,0.189,1.089
{19},"{14,15}",0.130,0.241,1.089
{19},"{18,15}",0.134,0.249,1.117
{19},"{14,18,15}",0.102,0.190,1.154
{19},"{34,15}",0.115,0.214,1.062
{19},"{30,15}",0.109,0.202,1.093
{19},"{14,0}",0.115,0.213,1.001
{19},"{18,0}",0.113,0.209,1.017
{19},"{34,0}",0.104,0.194,1.045
{19},"{14,11}",0.114,0.212,1.062
{19},"{18,11}",0.124,0.229,1.120
{19},"{34,11}",0.113,0.210,1.109
{19},"{30,11}",0.103,0.190,1.108
{19},"{14,29}",0.117,0.216,1.076
{19},"{18,29}",0.124,0.229,1.085
{19},"{34,29}",0.107,0.199,1.109
{19},"{14,2}",0.119,0.221,1.094
{19},"{18,2}",0.120,0.223,1.102
{19},"{34,2}",0.113,0.210,1.122
{19},"{14,20}",0.124,0.231,1.124
{19},"{18,20}",0.122,0.226,1.123
{19},"{14,18,20}",0.101,0.188,1.179
{19},"{34,20}",0.105,0.195,1.105
{19},"{14,38}",0.116,0.216,1.057
{19},"{18,38}",0.111,0.206,1.046
{19},"{34,38}",0.103,0.192,1.070
{19},"{14,3}",0.104,0.192,1.100
{19},"{18,3}",0.105,0.195,1.114
{19},"{14,37}",0.102,0.190,1.086
{19},"{18,37}",0.102,0.189,1.132
{6},{14},0.388,0.735,1.025
{6},{18},0.382,0.724,1.026
{6},{34},0.352,0.668,1.043
{6},{30},0.307,0.581,1.032
{6},{19},0.298,0.565,1.048
{6},{1},0.284,0.539,1.037
{6},{16},0.278,0.528,1.028
{6},{48},0.256,0.485,1.013
{6},{32},0.234,0.444,1.076
{6},{26},0.222,0.420,1.018
{6},{4},0.224,0.424,1.070
{6},{49},0.215,0.407,1.046
{6},{44},0.206,0.390,1.044
{6},{46},0.211,0.400,1.074
{6},{12},0.202,0.383,1.049
{6},{28},0.195,0.370,1.081
{6},{42},0.168,0.318,1.001
{6},{39},0.170,0.323,1.021
{6},{21},0.179,0.340,1.108
{6},{15},0.164,0.311,1.017
{6},{0},0.153,0.290,1.021
{6},{11},0.150,0.285,1.012
{6},{29},0.159,0.302,1.079
{6},{2},0.154,0.293,1.074
{6},{20},0.153,0.290,1.071
{6},{38},0.147,0.279,1.037
{6},{3},0.134,0.254,1.065
{6},{37},0.124,0.236,1.013
{6},{5},0.122,0.232,1.023
{6},{35},0.121,0.230,1.036
{6},{24},0.113,0.215,1.012
{6},{43},0.109,0.207,0.995
{6},{41},0.120,0.228,1.101
{6},{47},0.113,0.214,1.040
{6},"{14,18}",0.290,0.549,1.041
{6},"{14,34}",0.265,0.503,1.059
{6},"{18,34}",0.262,0.497,1.064
{6},"{14,18,34}",0.202,0.383,1.064
{6},"{14,30}",0.235,0.445,1.056
{6},"{18,30}",0.222,0.420,1.059
{6},"{14,18,30}",0.174,0.330,1.066
{6},"{34,30}",0.208,0.394,1.071
{6},"{14,34,30}",0.162,0.307,1.087
{6},"{14,18,34,30}",0.122,0.232,1.075
{6},"{18,34,30}",0.154,0.293,1.086
{6},"{14,19}",0.221,0.418,1.047
{6},"{18,19}",0.222,0.421,1.052
{6},"{14,18,19}",0.171,0.324,1.060
{6},"{34,19}",0.204,0.387,1.076
{6},"{14,34,19}",0.154,0.292,1.063
{6},"{14,18,34,19}",0.121,0.229,1.064
{6},"{18,34,19}",0.155,0.294,1.074
{6},"{30,19}",0.179,0.339,1.072
{6},"{14,30,19}",0.136,0.257,1.070
{6},"{14,18,30,19}",0.105,0.199,1.070
{6},"{18,30,19}",0.133,0.252,1.063
{6},"{34,30,19}",0.123,0.234,1.091
{6},"{14,1}",0.214,0.406,1.063
{6},"{18,1}",0.218,0.412,1.065
{6},"{14,18,1}",0.165,0.314,1.072
{6},"{34,1}",0.201,0.381,1.083
{6},"{14,34,1}",0.155,0.295,1.110
{6},"{14,18,34,1}",0.121,0.230,1.091
{6},"{18,34,1}",0.156,0.295,1.092
{6},"{30,1}",0.175,0.331,1.067
{6},"{14,30,1}",0.137,0.259,1.085
{6},"{14,18,30,1}",0.103,0.195,1.081
{6},"{18,30,1}",0.129,0.245,1.091
{6},"{34,30,1}",0.124,0.236,1.105
{6},"{19,1}",0.167,0.316,1.097
{6},"{14,19,1}",0.128,0.243,1.105
{6},"{14,18,19,1}",0.101,0.192,1.109
{6},"{18,19,1}",0.130,0.246,1.104
{6},"{34,19,1}",0.121,0.229,1.127
{6},"{30,19,1}",0.103,0.196,1.109
{6},"{14,16}",0.209,0.395,1.041
{6},"{18,16}",0.204,0.387,1.050
{6},"{14,18,16}",0.157,0.298,1.063
{6},"{34,16}",0.184,0.348,1.047
{6},"{14,34,16}",0.142,0.269,1.050
{6},"{14,18,34,16}",0.110,0.208,1.070
{6},"{18,34,16}",0.139,0.264,1.077
{6},"{30,16}",0.164,0.311,1.071
{6},"{14,30,16}",0.125,0.237,1.074
{6},"{18,30,16}",0.119,0.225,1.096
{6},"{34,30,16}",0.108,0.204,1.065
{6},"{19,16}",0.161,0.306,1.067
{6},"{14,19,16}",0.118,0.224,1.045
{6},"{18,19,16}",0.121,0.229,1.066
{6},"{34,19,16}",0.105,0.199,1.049
{6},"{1,16}",0.158,0.300,1.080
{6},"{14,1,16}",0.120,0.227,1.091
{6},"{18,1,16}",0.122,0.231,1.104
{6},"{34,1,16}",0.108,0.205,1.091
{6},"{14,48}",0.194,0.367,1.032
{6},"{18,48}",0.191,0.361,1.039
{6},"{14,18,48}",0.151,0.287,1.062
{6},"{34,48}",0.177,0.335,1.058
{6},"{14,34,48}",0.137,0.259,1.071
{6},"{14,18,34,48}",0.109,0.206,1.102
{6},"{18,34,48}",0.135,0.256,1.089
{6},"{30,48}",0.154,0.293,1.037
{6},"{14,30,48}",0.120,0.228,1.047
{6},"{18,30,48}",0.118,0.225,1.094
{6},"{34,30,48}",0.109,0.206,1.082
{6},"{19,48}",0.151,0.287,1.073
{6},"{14,19,48}",0.118,0.224,1.069
{6},"{18,19,48}",0.115,0.219,1.090
{6},"{34,19,48}",0.105,0.200,1.126
{6},"{1,48}",0.141,0.268,1.051
{6},"{14,1,48}",0.112,0.212,1.086
{6},"{18,1,48}",0.109,0.207,1.067
{6},"{34,1,48}",0.104,0.198,1.109
{6},"{16,48}",0.137,0.260,1.049
{6},"{14,16,48}",0.108,0.206,1.068
{6},"{18,16,48}",0.106,0.201,1.093
{6},"{14,32}",0.173,0.327,1.093
{6},"{34,32}",0.160,0.304,1.095
{6},"{14,34,32}",0.122,0.231,1.104
{6},"{18,34,32}",0.124,0.236,1.128
{6},"{30,32}",0.144,0.273,1.117
{6},"{14,30,32}",0.112,0.213,1.135
{6},"{34,30,32}",0.100,0.190,1.123
{6},"{18,30,32}",0.105,0.199,1.131
{6},"{19,32}",0.132,0.250,1.109
{6},"{18,19,32}",0.105,0.199,1.133
{6},"{1,32}",0.132,0.250,1.108
{6},"{18,1,32}",0.105,0.199,1.133
{6},"{48,32}",0.116,0.221,1.079
{6},"{18,32}",0.176,0.334,1.100
{6},"{14,18,32}",0.134,0.255,1.106
{6},"{16,32}",0.133,0.252,1.127
{6},"{14,26}",0.167,0.316,1.036
{6},"{18,26}",0.164,0.311,1.040
{6},"{14,18,26}",0.128,0.243,1.046
{6},"{34,26}",0.149,0.282,1.046
{6},"{14,34,26}",0.114,0.217,1.050
{6},"{18,34,26}",0.113,0.214,1.059
{6},"{30,26}",0.131,0.249,1.019
{6},"{14,30,26}",0.104,0.197,1.052
{6},"{16,26}",0.120,0.228,1.026
{6},"{19,26}",0.127,0.240,1.033
{6},"{1,26}",0.120,0.228,1.050
{6},"{48,26}",0.110,0.209,1.022
{6},"{32,26}",0.100,0.190,1.117
{6},"{14,4}",0.164,0.311,1.075
{6},"{18,4}",0.166,0.316,1.087
{6},"{14,18,4}",0.124,0.236,1.073
{6},"{34,4}",0.157,0.299,1.109
{6},"{14,34,4}",0.116,0.220,1.098
{6},"{18,34,4}",0.122,0.231,1.132
{6},"{30,4}",0.140,0.266,1.102
{6},"{14,30,4}",0.108,0.204,1.111
{6},"{18,30,4}",0.102,0.194,1.122
{6},"{34,30,4}",0.100,0.190,1.135
{6},"{19,4}",0.132,0.251,1.100
{6},"{1,4}",0.126,0.240,1.123
{6},"{48,4}",0.112,0.212,1.075
{6},"{32,4}",0.102,0.193,1.145
{6},"{26,4}",0.101,0.191,1.114
{6},"{16,4}",0.120,0.227,1.112
{6},"{14,49}",0.164,0.311,1.077
{6},"{18,49}",0.163,0.310,1.095
{6},"{14,18,49}",0.128,0.242,1.105
{6},"{34,49}",0.146,0.277,1.092
{6},"{14,34,49}",0.115,0.218,1.132
{6},"{18,34,49}",0.114,0.217,1.155
{6},"{30,49}",0.133,0.252,1.098
{6},"{14,30,49}",0.107,0.202,1.140
{6},"{19,49}",0.126,0.240,1.094
{6},"{1,49}",0.117,0.221,1.081
{6},"{48,49}",0.109,0.207,1.084
{6},"{16,49}",0.117,0.221,1.043
{6},"{32,49}",0.100,0.190,1.102
{6},"{14,44}",0.155,0.295,1.042
{6},"{18,44}",0.153,0.290,1.069
{6},"{14,18,44}",0.119,0.226,1.067
{6},"{34,44}",0.137,0.260,1.042
{6},"{14,34,44}",0.108,0.206,1.053
{6},"{18,34,44}",0.107,0.202,1.076
{6},"{30,44}",0.120,0.228,1.054
{6},"{19,44}",0.119,0.225,1.059
{6},"{1,44}",0.116,0.220,1.103
{6},"{16,44}",0.113,0.214,1.093
{6},"{14,46}",0.156,0.297,1.063
{6},"{18,46}",0.165,0.312,1.115
{6},"{14,18,46}",0.125,0.238,1.105
{6},"{19,46}",0.125,0.237,1.152
{6},"{1,46}",0.120,0.228,1.133
{6},"{48,46}",0.108,0.204,1.076
{6},"{34,46}",0.149,0.283,1.118
{6},"{14,34,46}",0.113,0.215,1.119
{6},"{18,34,46}",0.120,0.227,1.169
{6},"{30,46}",0.132,0.250,1.106
{6},"{14,30,46}",0.100,0.190,1.085
{6},"{18,30,46}",0.102,0.194,1.142
{6},"{16,46}",0.113,0.215,1.094
{6},"{14,12}",0.155,0.293,1.052
{6},"{18,12}",0.151,0.287,1.053
{6},"{14,18,12}",0.118,0.225,1.042
{6},"{19,12}",0.116,0.219,1.077
{6},"{1,12}",0.113,0.215,1.069
{6},"{48,12}",0.106,0.201,1.106
{6},"{34,12}",0.135,0.256,1.076
{6},"{14,34,12}",0.104,0.198,1.052
{6},"{18,34,12}",0.104,0.198,1.058
{6},"{30,12}",0.124,0.236,1.098
{6},"{16,12}",0.116,0.221,1.099
{6},"{14,28}",0.149,0.283,1.102
{6},"{18,28}",0.143,0.271,1.111
{6},"{14,18,28}",0.113,0.215,1.119
{6},"{34,28}",0.135,0.256,1.112
{6},"{14,34,28}",0.106,0.201,1.127
{6},"{30,28}",0.112,0.212,1.080
{6},"{19,28}",0.111,0.211,1.113
{6},"{1,28}",0.111,0.211,1.117
{6},"{16,28}",0.112,0.212,1.130
{6},"{14,42}",0.127,0.242,1.033
{6},"{18,42}",0.120,0.227,1.013
{6},"{34,42}",0.114,0.217,1.039
{6},"{30,42}",0.102,0.193,1.029
{6},"{14,39}",0.129,0.244,1.042
{6},"{34,39}",0.117,0.222,1.060
{6},"{30,39}",0.104,0.198,1.027
{6},"{18,39}",0.126,0.240,1.049
{6},"{19,39}",0.100,0.190,1.067
{6},"{14,21}",0.137,0.259,1.115
{6},"{18,21}",0.134,0.255,1.145
{6},"{14,18,21}",0.105,0.199,1.140
{6},"{34,21}",0.121,0.229,1.167
{6},"{30,21}",0.111,0.211,1.160
{6},"{19,21}",0.106,0.201,1.153
{6},"{1,21}",0.107,0.202,1.164
{6},"{16,21}",0.101,0.192,1.151
{6},"{14,15}",0.120,0.228,1.034
{6},"{18,15}",0.124,0.235,1.057
{6},"{34,15}",0.113,0.214,1.061
{6},"{30,15}",0.101,0.192,1.042
{6},"{14,0}",0.117,0.223,1.048
{6},"{18,0}",0.109,0.207,1.006
{6},"{34,0}",0.103,0.195,1.055
{6},"{14,11}",0.108,0.204,1.026
{6},"{18,11}",0.112,0.212,1.034
{6},"{34,11}",0.105,0.199,1.051
{6},"{14,29}",0.118,0.224,1.113
{6},"{18,29}",0.123,0.233,1.103
{6},"{34,29}",0.103,0.195,1.085
{6},"{14,2}",0.119,0.225,1.115
{6},"{18,2}",0.116,0.219,1.084
{6},"{34,2}",0.104,0.198,1.060
{6},"{14,20}",0.119,0.226,1.103
{6},"{18,20}",0.116,0.221,1.095
{6},"{34,20}",0.101,0.192,1.084
{6},"{14,38}",0.114,0.216,1.056
{6},"{18,38}",0.113,0.214,1.086
{6},"{34,38}",0.104,0.197,1.098
{6},"{14,3}",0.100,0.190,1.085
{6},"{18,3}",0.100,0.190,1.089
{1},{14},0.382,0.735,1.025
{1},{18},0.387,0.745,1.056
{1},{34},0.352,0.677,1.057
{1},{30},0.310,0.596,1.059
{1},{19},0.288,0.555,1.028
{1},{6},0.284,0.547,1.037
{1},{16},0.278,0.534,1.041
{1},{48},0.255,0.490,1.023
{1},{32},0.226,0.434,1.051
{1},{26},0.218,0.418,1.015
{1},{4},0.214,0.411,1.035
{1},{49},0.205,0.394,1.014
{1},{44},0.200,0.384,1.029
{1},{46},0.202,0.388,1.041
{1},{12},0.201,0.387,1.059
{1},{28},0.189,0.363,1.059
{1},{42},0.166,0.319,1.005
{1},{39},0.175,0.336,1.062
{1},{21},0.174,0.334,1.091
{1},{15},0.158,0.304,0.996
{1},{0},0.152,0.293,1.032
{1},{11},0.155,0.298,1.056
{1},{29},0.148,0.285,1.017
{1},{2},0.152,0.292,1.071
{1},{20},0.154,0.297,1.096
{1},{38},0.151,0.290,1.079
{1},{3},0.123,0.237,0.997
{1},{37},0.124,0.238,1.022
{1},{5},0.115,0.222,0.979
{1},{35},0.112,0.216,0.976
{1},{24},0.118,0.227,1.066
{1},{43},0.116,0.223,1.071
{1},{41},0.105,0.202,0.977
{1},{47},0.107,0.205,0.996
{1},"{14,18}",0.293,0.563,1.068
{1},"{14,34}",0.266,0.511,1.076
{1},"{18,34}",0.271,0.521,1.116
{1},"{14,18,34}",0.211,0.405,1.124
{1},"{14,30}",0.239,0.460,1.091
{1},"{18,30}",0.225,0.433,1.090
{1},"{14,18,30}",0.181,0.348,1.123
{1},"{34,30}",0.214,0.411,1.116
{1},"{14,34,30}",0.168,0.323,1.144
{1},"{14,18,34,30}",0.131,0.253,1.171
{1},"{18,34,30}",0.162,0.311,1.155
{1},"{14,19}",0.220,0.423,1.059
{1},"{18,19}",0.223,0.429,1.073
{1},"{14,18,19}",0.173,0.332,1.088
{1},"{34,19}",0.203,0.391,1.087
{1},"{14,34,19}",0.159,0.307,1.116
{1},"{14,18,34,19}",0.128,0.246,1.142
{1},"{18,34,19}",0.160,0.309,1.127
{1},"{30,19}",0.177,0.340,1.075
{1},"{14,30,19}",0.139,0.267,1.110
{1},"{14,18,30,19}",0.108,0.208,1.117
{1},"{14,34,30,19}",0.104,0.200,1.192
{1},"{18,30,19}",0.134,0.257,1.086
{1},"{34,30,19}",0.128,0.246,1.149
{1},"{14,6}",0.214,0.412,1.063
{1},"{18,6}",0.218,0.418,1.096
{1},"{14,18,6}",0.165,0.318,1.099
{1},"{34,6}",0.201,0.387,1.098
{1},"{14,34,6}",0.155,0.299,1.128
{1},"{14,18,34,6}",0.121,0.233,1.152
{1},"{18,34,6}",0.156,0.300,1.144
{1},"{30,6}",0.175,0.336,1.095
{1},"{14,30,6}",0.137,0.263,1.122
{1},"{14,18,30,6}",0.103,0.198,1.139
{1},"{18,30,6}",0.129,0.249,1.124
{1},"{34,30,6}",0.124,0.239,1.152
{1},"{19,6}",0.167,0.321,1.076
{1},"{14,19,6}",0.128,0.246,1.118
{1},"{14,18,19,6}",0.101,0.194,1.138
{1},"{18,19,6}",0.130,0.250,1.125
{1},"{34,19,6}",0.121,0.232,1.138
{1},"{30,19,6}",0.103,0.199,1.113
{1},"{14,16}",0.208,0.401,1.055
{1},"{18,16}",0.209,0.402,1.092
{1},"{14,18,16}",0.159,0.306,1.092
{1},"{34,16}",0.188,0.361,1.087
{1},"{14,34,16}",0.146,0.280,1.093
{1},"{14,18,34,16}",0.113,0.218,1.122
{1},"{18,34,16}",0.144,0.277,1.129
{1},"{30,16}",0.165,0.317,1.094
{1},"{14,30,16}",0.128,0.246,1.119
{1},"{18,30,16}",0.121,0.234,1.137
{1},"{34,30,16}",0.115,0.221,1.154
{1},"{6,16}",0.158,0.304,1.093
{1},"{14,6,16}",0.120,0.230,1.105
{1},"{18,6,16}",0.122,0.234,1.147
{1},"{34,6,16}",0.108,0.208,1.133
{1},"{19,16}",0.160,0.308,1.076
{1},"{14,19,16}",0.120,0.231,1.079
{1},"{18,19,16}",0.125,0.240,1.117
{1},"{34,19,16}",0.112,0.215,1.133
{1},"{14,48}",0.195,0.375,1.055
{1},"{18,48}",0.194,0.373,1.073
{1},"{14,18,48}",0.153,0.295,1.092
{1},"{34,48}",0.179,0.343,1.086
{1},"{14,34,48}",0.140,0.270,1.115
{1},"{14,18,34,48}",0.113,0.218,1.162
{1},"{18,34,48}",0.140,0.270,1.146
{1},"{30,48}",0.157,0.302,1.071
{1},"{14,30,48}",0.126,0.242,1.112
{1},"{18,30,48}",0.115,0.221,1.076
{1},"{34,30,48}",0.112,0.216,1.135
{1},"{19,48}",0.148,0.284,1.063
{1},"{14,19,48}",0.120,0.231,1.103
{1},"{18,19,48}",0.115,0.221,1.102
{1},"{34,19,48}",0.103,0.198,1.117
{1},"{6,48}",0.141,0.272,1.061
{1},"{14,6,48}",0.112,0.215,1.109
{1},"{18,6,48}",0.109,0.210,1.102
{1},"{34,6,48}",0.104,0.201,1.138
{1},"{16,48}",0.138,0.265,1.069
{1},"{14,16,48}",0.108,0.207,1.077
{1},"{18,16,48}",0.105,0.202,1.102
{1},"{14,32}",0.166,0.319,1.066
{1},"{34,32}",0.163,0.313,1.130
{1},"{14,34,32}",0.125,0.241,1.150
{1},"{14,18,34,32}",0.103,0.199,1.210
{1},"{18,34,32}",0.130,0.250,1.193
{1},"{30,32}",0.141,0.272,1.113
{1},"{14,30,32}",0.109,0.211,1.125
{1},"{34,30,32}",0.105,0.202,1.189
{1},"{18,30,32}",0.106,0.203,1.155
{1},"{19,32}",0.126,0.243,1.074
{1},"{18,19,32}",0.102,0.196,1.117
{1},"{6,32}",0.132,0.254,1.082
{1},"{18,6,32}",0.105,0.202,1.148
{1},"{48,32}",0.113,0.218,1.064
{1},"{18,32}",0.176,0.338,1.114
{1},"{14,18,32}",0.134,0.258,1.119
{1},"{16,32}",0.124,0.239,1.066
{1},"{14,26}",0.165,0.318,1.043
{1},"{18,26}",0.165,0.317,1.059
{1},"{14,18,26}",0.131,0.252,1.086
{1},"{34,26}",0.149,0.287,1.064
{1},"{14,34,26}",0.118,0.227,1.097
{1},"{18,34,26}",0.117,0.225,1.109
{1},"{30,26}",0.136,0.262,1.071
{1},"{14,30,26}",0.107,0.207,1.102
{1},"{18,30,26}",0.102,0.196,1.095
{1},"{6,26}",0.120,0.232,1.046
{1},"{16,26}",0.124,0.239,1.076
{1},"{19,26}",0.125,0.240,1.032
{1},"{48,26}",0.110,0.212,1.037
{1},"{14,4}",0.159,0.306,1.060
{1},"{18,4}",0.163,0.315,1.083
{1},"{14,18,4}",0.125,0.241,1.095
{1},"{34,4}",0.153,0.294,1.092
{1},"{14,34,4}",0.115,0.221,1.104
{1},"{18,34,4}",0.120,0.230,1.127
{1},"{30,4}",0.140,0.269,1.113
{1},"{14,30,4}",0.109,0.211,1.145
{1},"{18,30,4}",0.102,0.196,1.139
{1},"{34,30,4}",0.101,0.195,1.167
{1},"{19,4}",0.124,0.238,1.043
{1},"{6,4}",0.126,0.243,1.087
{1},"{48,4}",0.109,0.211,1.068
{1},"{16,4}",0.112,0.215,1.053
{1},"{14,49}",0.155,0.298,1.031
{1},"{18,49}",0.154,0.297,1.048
{1},"{14,18,49}",0.120,0.232,1.057
{1},"{34,49}",0.139,0.268,1.055
{1},"{14,34,49}",0.106,0.204,1.062
{1},"{18,34,49}",0.106,0.204,1.087
{1},"{30,49}",0.127,0.245,1.067
{1},"{14,30,49}",0.103,0.198,1.117
{1},"{19,49}",0.118,0.228,1.039
{1},"{6,49}",0.117,0.225,1.047
