antecedent,consequent,support,confidence,lift
"{14,18,49}",{16},0.124,0.565,1.100
"{14,18,49}",{48},0.112,0.513,1.071
"{14,18,49}",{32},0.104,0.475,1.151
"{14,18,49}",{26},0.101,0.460,1.115
"{34,49}",{14},0.192,0.758,1.057
"{34,49}",{18},0.188,0.741,1.051
"{34,49}",{30},0.150,0.593,1.054
"{34,49}",{19},0.150,0.592,1.097
"{34,49}",{6},0.146,0.576,1.092
"{34,49}",{1},0.139,0.549,1.055
"{34,49}",{16},0.138,0.545,1.061
"{34,49}",{48},0.130,0.514,1.074
"{34,49}",{32},0.114,0.451,1.093
"{34,49}",{26},0.108,0.426,1.034
"{34,49}",{4},0.112,0.443,1.118
"{34,49}",{46},0.105,0.416,1.117
"{34,49}","{14,18}",0.150,0.591,1.121
"{34,49}","{14,30}",0.118,0.464,1.103
"{34,49}","{18,30}",0.110,0.436,1.098
"{34,49}","{14,19}",0.118,0.467,1.170
"{34,49}","{18,19}",0.115,0.455,1.139
"{34,49}","{14,6}",0.115,0.453,1.167
"{34,49}","{18,6}",0.114,0.451,1.182
"{34,49}","{14,1}",0.106,0.418,1.095
"{34,49}","{18,1}",0.106,0.418,1.081
"{34,49}","{14,16}",0.108,0.425,1.119
"{34,49}","{18,16}",0.106,0.420,1.138
"{34,49}","{14,48}",0.101,0.399,1.120
"{14,34,49}",{18},0.150,0.780,1.106
"{14,34,49}",{30},0.118,0.613,1.088
"{14,34,49}",{19},0.118,0.616,1.142
"{14,34,49}",{6},0.115,0.597,1.132
"{14,34,49}",{1},0.106,0.552,1.062
"{14,34,49}",{16},0.108,0.561,1.093
"{14,34,49}",{48},0.101,0.526,1.099
"{18,34,49}",{14},0.150,0.798,1.113
"{18,34,49}",{30},0.110,0.588,1.044
"{18,34,49}",{19},0.115,0.615,1.139
"{18,34,49}",{6},0.114,0.609,1.155
"{18,34,49}",{1},0.106,0.565,1.087
"{18,34,49}",{16},0.106,0.567,1.104
"{30,49}",{14},0.178,0.774,1.080
"{30,49}",{18},0.166,0.723,1.026
"{30,49}",{34},0.150,0.656,1.025
"{30,49}",{19},0.138,0.601,1.114
"{30,49}",{6},0.133,0.579,1.098
"{30,49}",{1},0.127,0.555,1.067
"{30,49}",{16},0.124,0.543,1.058
"{30,49}",{48},0.120,0.525,1.097
"{30,49}",{32},0.103,0.448,1.086
"{30,49}",{26},0.103,0.450,1.091
"{30,49}",{4},0.103,0.451,1.137
"{30,49}","{14,18}",0.133,0.579,1.099
"{30,49}","{14,34}",0.118,0.514,1.082
"{30,49}","{18,34}",0.110,0.482,1.033
"{30,49}","{14,19}",0.110,0.480,1.203
"{30,49}","{18,19}",0.105,0.460,1.151
"{30,49}","{14,6}",0.107,0.466,1.201
"{30,49}","{14,1}",0.103,0.450,1.177
"{14,30,49}",{18},0.133,0.748,1.061
"{14,30,49}",{34},0.118,0.664,1.036
"{14,30,49}",{19},0.110,0.620,1.150
"{14,30,49}",{6},0.107,0.602,1.140
"{14,30,49}",{1},0.103,0.581,1.117
"{18,30,49}",{14},0.133,0.801,1.117
"{18,30,49}",{34},0.110,0.666,1.040
"{18,30,49}",{19},0.105,0.636,1.178
"{34,30,49}",{14},0.118,0.783,1.092
"{34,30,49}",{18},0.110,0.734,1.041
"{19,49}",{14},0.171,0.779,1.087
"{19,49}",{18},0.169,0.770,1.092
"{19,49}",{34},0.150,0.685,1.069
"{19,49}",{30},0.138,0.629,1.116
"{19,49}",{6},0.126,0.577,1.094
"{19,49}",{1},0.118,0.540,1.039
"{19,49}",{16},0.121,0.554,1.080
"{19,49}",{48},0.108,0.495,1.033
"{19,49}",{26},0.100,0.457,1.107
"{19,49}","{14,18}",0.134,0.612,1.161
"{19,49}","{14,34}",0.118,0.540,1.138
"{19,49}","{18,34}",0.115,0.527,1.129
"{19,49}","{14,30}",0.110,0.502,1.193
"{19,49}","{18,30}",0.105,0.481,1.212
"{14,19,49}",{18},0.134,0.785,1.114
"{14,19,49}",{34},0.118,0.693,1.082
"{14,19,49}",{30},0.110,0.645,1.144
"{18,19,49}",{14},0.134,0.794,1.108
"{18,19,49}",{34},0.115,0.684,1.067
"{18,19,49}",{30},0.105,0.625,1.109
"{34,19,49}",{14},0.118,0.789,1.101
"{34,19,49}",{18},0.115,0.769,1.091
"{30,19,49}",{14},0.110,0.799,1.115
"{30,19,49}",{18},0.105,0.765,1.085
"{6,49}",{14},0.164,0.765,1.068
"{6,49}",{18},0.163,0.762,1.081
"{6,49}",{34},0.146,0.681,1.063
"{6,49}",{30},0.133,0.619,1.099
"{6,49}",{19},0.126,0.589,1.092
"{6,49}",{1},0.117,0.544,1.047
"{6,49}",{16},0.117,0.544,1.061
"{6,49}",{48},0.109,0.509,1.062
"{6,49}",{32},0.100,0.468,1.134
"{6,49}","{14,18}",0.128,0.596,1.130
"{6,49}","{14,34}",0.115,0.535,1.127
"{6,49}","{18,34}",0.114,0.533,1.144
"{6,49}","{14,30}",0.107,0.498,1.182
"{14,6,49}",{18},0.128,0.778,1.104
"{14,6,49}",{34},0.115,0.699,1.091
"{14,6,49}",{30},0.107,0.650,1.155
"{18,6,49}",{14},0.128,0.782,1.091
"{18,6,49}",{34},0.114,0.700,1.093
"{34,6,49}",{14},0.115,0.785,1.096
"{34,6,49}",{18},0.114,0.783,1.111
"{30,6,49}",{14},0.107,0.804,1.122
"{1,49}",{14},0.155,0.756,1.054
"{1,49}",{18},0.154,0.752,1.067
"{1,49}",{34},0.139,0.679,1.060
"{1,49}",{30},0.127,0.621,1.102
"{1,49}",{19},0.118,0.578,1.072
"{1,49}",{6},0.117,0.570,1.081
"{1,49}",{16},0.115,0.560,1.092
"{1,49}",{48},0.102,0.498,1.041
"{1,49}",{32},0.100,0.489,1.184
"{1,49}","{14,18}",0.120,0.588,1.115
"{1,49}","{14,34}",0.106,0.518,1.091
"{1,49}","{18,34}",0.106,0.518,1.110
"{1,49}","{14,30}",0.103,0.503,1.195
"{14,1,49}",{18},0.120,0.778,1.104
"{14,1,49}",{34},0.106,0.685,1.070
"{14,1,49}",{30},0.103,0.666,1.182
"{18,1,49}",{14},0.120,0.781,1.090
"{18,1,49}",{34},0.106,0.688,1.074
"{34,1,49}",{14},0.106,0.763,1.064
"{34,1,49}",{18},0.106,0.763,1.082
"{30,1,49}",{14},0.103,0.811,1.132
"{48,49}",{14},0.146,0.767,1.071
"{48,49}",{18},0.140,0.736,1.044
"{48,49}",{34},0.130,0.684,1.067
"{48,49}",{30},0.120,0.631,1.121
"{48,49}",{19},0.108,0.568,1.053
"{48,49}",{6},0.109,0.572,1.084
"{48,49}",{1},0.102,0.535,1.029
"{48,49}",{16},0.106,0.554,1.080
"{48,49}","{14,18}",0.112,0.589,1.118
"{48,49}","{14,34}",0.101,0.530,1.116
"{14,48,49}",{18},0.112,0.768,1.089
"{14,48,49}",{34},0.101,0.690,1.077
"{18,48,49}",{14},0.112,0.800,1.117
"{34,48,49}",{14},0.101,0.775,1.081
"{4,49}",{14},0.121,0.763,1.065
"{4,49}",{18},0.118,0.744,1.056
"{4,49}",{34},0.112,0.706,1.103
"{4,49}",{30},0.103,0.650,1.154
"{16,49}",{14},0.159,0.748,1.044
"{16,49}",{18},0.159,0.750,1.064
"{16,49}",{34},0.138,0.651,1.016
"{16,49}",{30},0.124,0.586,1.041
"{16,49}",{19},0.121,0.572,1.061
"{16,49}",{6},0.117,0.550,1.043
"{16,49}",{1},0.115,0.541,1.040
"{16,49}",{48},0.106,0.498,1.041
"{16,49}","{14,18}",0.124,0.583,1.106
"{16,49}","{14,34}",0.108,0.508,1.070
"{16,49}","{18,34}",0.106,0.502,1.075
"{14,16,49}",{18},0.124,0.779,1.105
"{14,16,49}",{34},0.108,0.679,1.059
"{18,16,49}",{14},0.124,0.778,1.085
"{18,16,49}",{34},0.106,0.669,1.044
"{34,16,49}",{14},0.108,0.780,1.089
"{34,16,49}",{18},0.106,0.771,1.093
"{26,49}",{14},0.129,0.785,1.095
"{26,49}",{18},0.123,0.752,1.067
"{26,49}",{34},0.108,0.659,1.028
"{26,49}",{30},0.103,0.628,1.115
"{26,49}",{19},0.100,0.610,1.130
"{26,49}","{14,18}",0.101,0.614,1.164
"{14,26,49}",{18},0.101,0.782,1.110
"{18,26,49}",{14},0.101,0.816,1.139
"{32,49}",{14},0.129,0.749,1.045
"{32,49}",{18},0.132,0.766,1.087
"{32,49}",{34},0.114,0.662,1.034
"{32,49}",{30},0.103,0.595,1.056
"{32,49}",{6},0.100,0.581,1.102
"{32,49}",{1},0.100,0.579,1.114
"{32,49}","{14,18}",0.104,0.602,1.142
"{14,32,49}",{18},0.104,0.804,1.141
"{18,32,49}",{14},0.104,0.786,1.097
"{14,44}",{18},0.212,0.750,1.064
"{14,44}",{34},0.195,0.690,1.077
"{14,44}",{30},0.170,0.599,1.064
"{14,44}",{19},0.165,0.585,1.084
"{14,44}",{6},0.155,0.550,1.042
"{14,44}",{1},0.157,0.554,1.066
"{14,44}",{16},0.152,0.539,1.050
"{14,44}",{48},0.145,0.512,1.069
"{14,44}",{32},0.123,0.434,1.051
"{14,44}",{26},0.123,0.435,1.055
"{14,44}",{4},0.121,0.429,1.082
"{14,44}",{49},0.110,0.388,0.998
"{14,44}",{46},0.112,0.396,1.064
"{14,44}",{12},0.112,0.397,1.088
"{14,44}",{42},0.101,0.356,1.122
"{14,44}","{18,34}",0.151,0.535,1.148
"{14,44}","{18,30}",0.128,0.453,1.141
"{14,44}","{34,30}",0.115,0.406,1.102
"{14,44}","{18,19}",0.129,0.458,1.145
"{14,44}","{34,19}",0.116,0.409,1.138
"{14,44}","{30,19}",0.100,0.354,1.118
"{14,44}","{18,6}",0.119,0.422,1.106
"{14,44}","{34,6}",0.108,0.383,1.088
"{14,44}","{18,1}",0.123,0.436,1.127
"{14,44}","{34,1}",0.112,0.396,1.126
"{14,44}","{18,16}",0.116,0.409,1.110
"{14,44}","{34,16}",0.105,0.371,1.118
"{14,44}","{18,48}",0.111,0.392,1.126
"{14,44}","{34,48}",0.102,0.361,1.141
"{18,44}",{14},0.212,0.783,1.093
"{18,44}",{34},0.188,0.695,1.084
"{18,44}",{30},0.158,0.584,1.036
"{18,44}",{19},0.159,0.589,1.091
"{18,44}",{6},0.153,0.564,1.069
"{18,44}",{1},0.155,0.571,1.099
"{18,44}",{16},0.144,0.532,1.037
"{18,44}",{48},0.136,0.501,1.047
"{18,44}",{32},0.121,0.447,1.083
"{18,44}",{26},0.119,0.441,1.069
"{18,44}",{4},0.119,0.438,1.105
"{18,44}",{49},0.108,0.400,1.030
"{18,44}",{46},0.112,0.414,1.111
"{18,44}",{12},0.105,0.387,1.058
"{18,44}","{14,34}",0.151,0.559,1.178
"{18,44}","{14,30}",0.128,0.473,1.123
"{18,44}","{34,30}",0.109,0.401,1.091
"{18,44}","{14,19}",0.129,0.478,1.196
"{18,44}","{34,19}",0.110,0.406,1.130
"{18,44}","{14,6}",0.119,0.441,1.137
"{18,44}","{34,6}",0.107,0.394,1.118
"{18,44}","{14,1}",0.123,0.456,1.193
"{18,44}","{34,1}",0.111,0.409,1.161
"{18,44}","{14,16}",0.116,0.427,1.125
"{18,44}","{14,48}",0.111,0.409,1.148
"{14,18,44}",{34},0.151,0.714,1.114
"{14,18,44}",{30},0.128,0.604,1.072
"{14,18,44}",{19},0.129,0.610,1.131
"{14,18,44}",{6},0.119,0.563,1.067
"{14,18,44}",{1},0.123,0.582,1.119
"{14,18,44}",{16},0.116,0.546,1.063
"{14,18,44}",{48},0.111,0.522,1.090
"{34,44}",{14},0.195,0.782,1.091
"{34,44}",{18},0.188,0.754,1.069
"{34,44}",{30},0.144,0.576,1.023
"{34,44}",{19},0.142,0.570,1.056
"{34,44}",{6},0.137,0.549,1.042
"{34,44}",{1},0.139,0.559,1.075
"{34,44}",{16},0.129,0.516,1.006
"{34,44}",{48},0.127,0.509,1.064
"{34,44}",{32},0.115,0.460,1.114
"{34,44}",{26},0.106,0.425,1.031
"{34,44}",{4},0.109,0.437,1.102
"{34,44}","{14,18}",0.151,0.607,1.151
"{34,44}","{14,30}",0.115,0.460,1.092
"{34,44}","{18,30}",0.109,0.436,1.099
"{34,44}","{14,19}",0.116,0.464,1.162
"{34,44}","{18,19}",0.110,0.441,1.104
"{34,44}","{14,6}",0.108,0.434,1.121
"{34,44}","{18,6}",0.107,0.428,1.121
"{34,44}","{14,1}",0.112,0.449,1.176
"{34,44}","{18,1}",0.111,0.444,1.147
"{34,44}","{14,16}",0.105,0.421,1.109
"{34,44}","{14,48}",0.102,0.409,1.149
"{14,34,44}",{18},0.151,0.776,1.101
"{14,34,44}",{30},0.115,0.588,1.044
"{14,34,44}",{19},0.116,0.593,1.099
"{14,34,44}",{6},0.108,0.556,1.053
"{14,34,44}",{1},0.112,0.574,1.105
"{14,34,44}",{16},0.105,0.538,1.049
"{14,34,44}",{48},0.102,0.523,1.092
"{18,34,44}",{14},0.151,0.805,1.123
"{18,34,44}",{30},0.109,0.578,1.026
"{18,34,44}",{19},0.110,0.585,1.084
"{18,34,44}",{6},0.107,0.567,1.076
"{18,34,44}",{1},0.111,0.589,1.132
"{30,44}",{14},0.170,0.783,1.092
"{30,44}",{18},0.158,0.730,1.036
"{30,44}",{34},0.144,0.664,1.037
"{30,44}",{19},0.126,0.581,1.077
"{30,44}",{6},0.120,0.556,1.054
"{30,44}",{1},0.117,0.542,1.043
"{30,44}",{16},0.112,0.518,1.009
"{30,44}",{48},0.114,0.525,1.097
"{30,44}",{32},0.101,0.468,1.135
"{30,44}",{4},0.100,0.462,1.165
"{30,44}","{14,18}",0.128,0.592,1.122
"{30,44}","{14,34}",0.115,0.530,1.116
"{30,44}","{18,34}",0.109,0.502,1.077
"{30,44}","{14,19}",0.100,0.462,1.157
"{14,30,44}",{18},0.128,0.756,1.072
"{14,30,44}",{34},0.115,0.677,1.057
"{14,30,44}",{19},0.100,0.591,1.095
"{18,30,44}",{14},0.128,0.810,1.130
"{18,30,44}",{34},0.109,0.688,1.074
"{34,30,44}",{14},0.115,0.798,1.114
"{34,30,44}",{18},0.109,0.756,1.073
"{19,44}",{14},0.165,0.779,1.086
"{19,44}",{18},0.159,0.750,1.064
"{19,44}",{34},0.142,0.669,1.044
"{19,44}",{30},0.126,0.592,1.051
"{19,44}",{6},0.119,0.559,1.059
"{19,44}",{1},0.117,0.549,1.057
"{19,44}",{16},0.111,0.521,1.016
"{19,44}",{48},0.109,0.515,1.075
"{19,44}","{14,18}",0.129,0.609,1.155
"{19,44}","{14,34}",0.116,0.545,1.147
"{19,44}","{18,34}",0.110,0.518,1.111
"{19,44}","{14,30}",0.100,0.471,1.118
"{14,19,44}",{18},0.129,0.782,1.110
"{14,19,44}",{34},0.116,0.700,1.092
"{14,19,44}",{30},0.100,0.605,1.074
"{18,19,44}",{14},0.129,0.812,1.133
"{18,19,44}",{34},0.110,0.690,1.078
"{34,19,44}",{14},0.116,0.815,1.137
"{34,19,44}",{18},0.110,0.775,1.099
"{30,19,44}",{14},0.100,0.796,1.110
"{6,44}",{14},0.155,0.756,1.055
"{6,44}",{18},0.153,0.744,1.055
"{6,44}",{34},0.137,0.667,1.041
"{6,44}",{30},0.120,0.586,1.040
"{6,44}",{19},0.119,0.578,1.071
"{6,44}",{1},0.116,0.565,1.087
"{6,44}",{16},0.113,0.549,1.069
"{6,44}","{14,18}",0.119,0.581,1.102
"{6,44}","{14,34}",0.108,0.528,1.111
"{6,44}","{18,34}",0.107,0.519,1.114
"{14,6,44}",{18},0.119,0.768,1.090
"{14,6,44}",{34},0.108,0.697,1.089
"{18,6,44}",{14},0.119,0.782,1.091
"{18,6,44}",{34},0.107,0.699,1.091
"{34,6,44}",{14},0.108,0.791,1.103
"{34,6,44}",{18},0.107,0.779,1.104
"{1,44}",{14},0.157,0.786,1.097
"{1,44}",{18},0.155,0.776,1.101
"{1,44}",{34},0.139,0.699,1.091
"{1,44}",{30},0.117,0.589,1.045
"{1,44}",{19},0.117,0.585,1.085
"{1,44}",{6},0.116,0.582,1.103
"{1,44}",{16},0.109,0.547,1.066
"{1,44}",{48},0.103,0.515,1.076
"{1,44}","{14,18}",0.123,0.619,1.174
"{1,44}","{14,34}",0.112,0.562,1.183
"{1,44}","{18,34}",0.111,0.555,1.190
"{14,1,44}",{18},0.123,0.787,1.117
"{14,1,44}",{34},0.112,0.715,1.116
"{18,1,44}",{14},0.123,0.797,1.113
"{18,1,44}",{34},0.111,0.716,1.117
"{34,1,44}",{14},0.112,0.804,1.122
"{34,1,44}",{18},0.111,0.794,1.127
"{48,44}",{14},0.145,0.779,1.087
"{48,44}",{18},0.136,0.731,1.036
"{48,44}",{34},0.127,0.684,1.068
"{48,44}",{30},0.114,0.612,1.087
"{48,44}",{19},0.109,0.589,1.091
"{48,44}",{1},0.103,0.553,1.064
"{48,44}","{14,18}",0.111,0.596,1.131
"{48,44}","{14,34}",0.102,0.549,1.157
"{14,48,44}",{18},0.111,0.765,1.085
"{14,48,44}",{34},0.102,0.705,1.101
"{18,48,44}",{14},0.111,0.816,1.138
"{34,48,44}",{14},0.102,0.803,1.121
"{4,44}",{14},0.121,0.771,1.076
"{4,44}",{18},0.119,0.754,1.070
"{4,44}",{34},0.109,0.693,1.081
"{4,44}",{30},0.100,0.636,1.128
"{49,44}",{14},0.110,0.767,1.070
"{49,44}",{18},0.108,0.758,1.075
"{16,44}",{14},0.152,0.780,1.088
"{16,44}",{18},0.144,0.737,1.046
"{16,44}",{34},0.129,0.659,1.028
"{16,44}",{30},0.112,0.573,1.018
"{16,44}",{19},0.111,0.567,1.050
"{16,44}",{6},0.113,0.577,1.093
"{16,44}",{1},0.109,0.558,1.073
"{16,44}","{14,18}",0.116,0.592,1.123
"{16,44}","{14,34}",0.105,0.538,1.132
"{14,16,44}",{18},0.116,0.759,1.077
"{14,16,44}",{34},0.105,0.689,1.076
"{18,16,44}",{14},0.116,0.803,1.121
"{34,16,44}",{14},0.105,0.816,1.139
"{26,44}",{14},0.123,0.785,1.095
"{26,44}",{18},0.119,0.762,1.080
"{26,44}",{34},0.106,0.677,1.056
"{32,44}",{14},0.123,0.748,1.044
"{32,44}",{18},0.121,0.738,1.046
"{32,44}",{34},0.115,0.699,1.091
"{32,44}",{30},0.101,0.618,1.097
"{14,46}",{18},0.215,0.772,1.094
"{14,46}",{34},0.192,0.689,1.075
"{14,46}",{30},0.175,0.627,1.113
"{14,46}",{19},0.161,0.578,1.071
"{14,46}",{6},0.156,0.561,1.063
"{14,46}",{1},0.152,0.544,1.047
"{14,46}",{16},0.152,0.545,1.063
"{14,46}",{48},0.145,0.519,1.084
"{14,46}",{32},0.123,0.440,1.066
"{14,46}",{26},0.125,0.449,1.088
"{14,46}",{4},0.120,0.432,1.088
"{14,46}",{49},0.114,0.408,1.049
"{14,46}",{44},0.112,0.402,1.077
"{14,46}",{12},0.114,0.410,1.123
"{14,46}","{18,34}",0.151,0.542,1.162
"{14,46}","{18,30}",0.136,0.487,1.227
"{14,46}","{34,30}",0.120,0.429,1.167
"{14,46}","{18,19}",0.126,0.452,1.131
"{14,46}","{34,19}",0.115,0.413,1.147
"{14,46}","{30,19}",0.102,0.367,1.161
"{14,46}","{18,6}",0.125,0.450,1.178
"{14,46}","{34,6}",0.113,0.407,1.154
"{14,46}","{30,6}",0.100,0.359,1.170
"{14,46}","{18,1}",0.119,0.427,1.103
"{14,46}","{34,1}",0.110,0.396,1.125
"{14,46}","{30,1}",0.101,0.361,1.165
"{14,46}","{18,16}",0.116,0.417,1.132
"{14,46}","{34,16}",0.108,0.386,1.163
"{14,46}","{18,48}",0.115,0.411,1.184
"{14,46}","{34,48}",0.102,0.367,1.161
"{18,46}",{14},0.215,0.768,1.071
"{18,46}",{34},0.194,0.693,1.082
"{18,46}",{30},0.170,0.605,1.074
"{18,46}",{19},0.160,0.570,1.057
"{18,46}",{6},0.165,0.588,1.115
"{18,46}",{1},0.154,0.551,1.060
"{18,46}",{16},0.148,0.530,1.032
"{18,46}",{48},0.146,0.523,1.091
"{18,46}",{32},0.126,0.451,1.093
"{18,46}",{26},0.122,0.435,1.054
"{18,46}",{4},0.121,0.433,1.092
"{18,46}",{49},0.114,0.407,1.047
"{18,46}",{44},0.112,0.400,1.072
"{18,46}",{12},0.115,0.412,1.127
"{18,46}","{14,34}",0.151,0.539,1.136
"{18,46}","{14,30}",0.136,0.485,1.151
"{18,46}","{34,30}",0.117,0.419,1.139
"{18,46}","{14,19}",0.126,0.450,1.127
"{18,46}","{34,19}",0.116,0.414,1.152
"{18,46}","{30,19}",0.101,0.360,1.137
"{18,46}","{14,6}",0.125,0.448,1.154
"{18,46}","{34,6}",0.120,0.427,1.213
"{18,46}","{30,6}",0.102,0.364,1.188
"{18,46}","{14,1}",0.119,0.425,1.112
"{18,46}","{34,1}",0.114,0.406,1.153
"{18,46}","{14,16}",0.116,0.415,1.094
"{18,46}","{34,16}",0.104,0.370,1.114
"{18,46}","{14,48}",0.115,0.410,1.150
"{18,46}","{34,48}",0.102,0.365,1.155
"{14,18,46}",{34},0.151,0.702,1.096
"{14,18,46}",{30},0.136,0.631,1.120
"{14,18,46}",{19},0.126,0.586,1.086
"{14,18,46}",{6},0.125,0.583,1.105
"{14,18,46}",{1},0.119,0.553,1.065
"{14,18,46}",{16},0.116,0.541,1.054
"{14,18,46}",{48},0.115,0.533,1.114
"{19,46}",{14},0.161,0.783,1.092
"{19,46}",{18},0.160,0.776,1.101
"{19,46}",{34},0.144,0.702,1.095
"{19,46}",{30},0.128,0.624,1.108
"{19,46}",{6},0.125,0.608,1.152
"{19,46}",{1},0.112,0.545,1.048
"{19,46}",{16},0.110,0.535,1.042
"{19,46}",{48},0.105,0.509,1.063
"{19,46}","{14,18}",0.126,0.613,1.162
"{19,46}","{14,34}",0.115,0.559,1.178
"{19,46}","{18,34}",0.116,0.564,1.209
"{19,46}","{14,30}",0.102,0.498,1.182
"{19,46}","{18,30}",0.101,0.489,1.234
"{14,19,46}",{18},0.126,0.783,1.110
"{14,19,46}",{34},0.115,0.714,1.115
"{14,19,46}",{30},0.102,0.636,1.129
"{18,19,46}",{14},0.126,0.789,1.101
"{18,19,46}",{34},0.116,0.727,1.134
"{18,19,46}",{30},0.101,0.630,1.119
"{34,19,46}",{14},0.115,0.797,1.112
"{34,19,46}",{18},0.116,0.804,1.140
"{30,19,46}",{14},0.102,0.797,1.113
"{30,19,46}",{18},0.101,0.784,1.113
"{6,46}",{14},0.156,0.742,1.035
"{6,46}",{18},0.165,0.782,1.109
"{6,46}",{34},0.149,0.707,1.104
"{6,46}",{30},0.132,0.625,1.110
"{6,46}",{19},0.125,0.593,1.100
"{6,46}",{1},0.120,0.571,1.099
"{6,46}",{16},0.113,0.538,1.048
"{6,46}",{48},0.108,0.511,1.067
"{6,46}","{14,18}",0.125,0.595,1.128
"{6,46}","{14,34}",0.113,0.538,1.133
"{6,46}","{18,34}",0.120,0.568,1.218
"{6,46}","{14,30}",0.100,0.475,1.127
"{6,46}","{18,30}",0.102,0.484,1.220
"{14,6,46}",{18},0.125,0.802,1.137
"{14,6,46}",{34},0.113,0.725,1.132
"{14,6,46}",{30},0.100,0.640,1.136
"{18,6,46}",{14},0.125,0.761,1.062
"{18,6,46}",{34},0.120,0.727,1.134
"{18,6,46}",{30},0.102,0.619,1.100
"{34,6,46}",{14},0.113,0.761,1.061
"{34,6,46}",{18},0.120,0.803,1.139
"{30,6,46}",{14},0.100,0.759,1.060
"{30,6,46}",{18},0.102,0.775,1.099
"{1,46}",{14},0.152,0.753,1.051
"{1,46}",{18},0.154,0.767,1.087
"{1,46}",{34},0.145,0.720,1.124
"{1,46}",{30},0.128,0.636,1.129
"{1,46}",{19},0.112,0.556,1.031
"{1,46}",{6},0.120,0.598,1.133
"{1,46}",{16},0.111,0.553,1.078
"{1,46}",{48},0.104,0.517,1.079
"{1,46}","{14,18}",0.119,0.591,1.121
"{1,46}","{14,34}",0.110,0.548,1.154
"{1,46}","{18,34}",0.114,0.565,1.210
"{1,46}","{14,30}",0.101,0.500,1.187
"{14,1,46}",{18},0.119,0.785,1.113
"{14,1,46}",{34},0.110,0.727,1.136
"{14,1,46}",{30},0.101,0.664,1.178
"{18,1,46}",{14},0.119,0.771,1.076
"{18,1,46}",{34},0.114,0.737,1.150
"{34,1,46}",{14},0.110,0.761,1.062
"{34,1,46}",{18},0.114,0.784,1.112
"{30,1,46}",{14},0.101,0.786,1.097
"{48,46}",{14},0.145,0.763,1.064
"{48,46}",{18},0.146,0.772,1.094
"{48,46}",{34},0.130,0.685,1.070
"{48,46}",{30},0.120,0.634,1.126
"{48,46}",{19},0.105,0.552,1.023
"{48,46}",{6},0.108,0.568,1.076
"{48,46}",{1},0.104,0.548,1.055
"{48,46}","{14,18}",0.115,0.605,1.147
"{48,46}","{14,34}",0.102,0.540,1.136
"{48,46}","{18,34}",0.102,0.540,1.157
"{14,48,46}",{18},0.115,0.793,1.124
"{14,48,46}",{34},0.102,0.707,1.104
"{18,48,46}",{14},0.115,0.784,1.093
"{18,48,46}",{34},0.102,0.699,1.092
"{34,48,46}",{14},0.102,0.787,1.098
"{34,48,46}",{18},0.102,0.787,1.117
"{4,46}",{14},0.120,0.763,1.065
"{4,46}",{18},0.121,0.770,1.092
"{4,46}",{34},0.114,0.721,1.125
"{4,46}",{30},0.101,0.638,1.134
"{44,46}",{14},0.112,0.781,1.090
"{44,46}",{18},0.112,0.781,1.108
"{34,46}",{14},0.192,0.760,1.060
"{34,46}",{18},0.194,0.768,1.089
"{34,46}",{30},0.153,0.607,1.077
"{34,46}",{19},0.144,0.571,1.059
"{34,46}",{6},0.149,0.590,1.118
"{34,46}",{1},0.145,0.574,1.104
"{34,46}",{16},0.134,0.530,1.033
"{34,46}",{48},0.130,0.515,1.075
"{34,46}",{32},0.116,0.459,1.112
"{34,46}",{26},0.109,0.433,1.049
"{34,46}",{4},0.114,0.450,1.134
"{34,46}",{49},0.105,0.417,1.072
"{34,46}",{12},0.101,0.398,1.090
"{34,46}","{14,18}",0.151,0.598,1.134
"{34,46}","{14,30}",0.120,0.474,1.125
"{34,46}","{18,30}",0.117,0.464,1.171
"{34,46}","{14,19}",0.115,0.455,1.140
"{34,46}","{18,19}",0.116,0.459,1.149
"{34,46}","{14,6}",0.113,0.449,1.157
"{34,46}","{18,6}",0.120,0.474,1.241
"{34,46}","{14,1}",0.110,0.437,1.143
"{34,46}","{18,1}",0.114,0.450,1.162
"{34,46}","{14,16}",0.108,0.426,1.122
"{34,46}","{18,16}",0.104,0.410,1.113
"{34,46}","{14,48}",0.102,0.405,1.138
"{34,46}","{18,48}",0.102,0.405,1.165
"{14,34,46}",{18},0.151,0.786,1.115
"{14,34,46}",{30},0.120,0.623,1.107
"{14,34,46}",{19},0.115,0.599,1.110
"{14,34,46}",{6},0.113,0.590,1.119
"{14,34,46}",{1},0.110,0.575,1.105
"{14,34,46}",{16},0.108,0.561,1.093
"{14,34,46}",{48},0.102,0.533,1.113
"{18,34,46}",{14},0.151,0.778,1.086
"{18,34,46}",{30},0.117,0.605,1.074
"{18,34,46}",{19},0.116,0.598,1.108
"{18,34,46}",{6},0.120,0.617,1.169
"{18,34,46}",{1},0.114,0.586,1.127
"{18,34,46}",{16},0.104,0.534,1.041
"{18,34,46}",{48},0.102,0.527,1.102
"{30,46}",{14},0.175,0.774,1.080
"{30,46}",{18},0.170,0.750,1.064
"{30,46}",{34},0.153,0.679,1.061
"{30,46}",{19},0.128,0.569,1.054
"{30,46}",{6},0.132,0.583,1.106
"{30,46}",{1},0.128,0.567,1.091
"{30,46}",{16},0.122,0.541,1.053
"{30,46}",{48},0.120,0.533,1.114
"{30,46}",{32},0.105,0.464,1.124
"{30,46}",{26},0.102,0.452,1.096
